(340106004802483237396843994556393843692209969009877, 452)
(484575812152210630273379496668844325968546946996373, 644)
(1101582281041671370683583203607434927357069457147033, 1464)
(1215954211860205556710840476113124892492502898053009, 1616)
(1444698073497273928765355021124504822763369779864961, 1920)
(1848009619015262900545683297855095752451477176743929, 2456)
(2311516917595638286024568033799207716421391647783937, 3072)
(2480065026170320244380526119597066612410451455434849, 3296)
(2823180818625922802462297937114136507816751778152777, 3752)
(2886386359341428536845782219288333593812649206021869, 3836)
(3175325974040883322598853223513234558365323161994861, 4220)
(3446206862821622184242357289974079212633454995719541, 4580)
(3644852847927497349447593605378698625763418340450973, 4844)
(3680970299764929197666727480906811246332502584947597, 4892)
(3689999662724287159721510949788839401474773646071753, 4904)
(4198653776101452355474313030143092141156043422732541, 5580)
(4252829953857600127803013843435261072009669789477477, 5652)
(4334094220491821786296065063373514468290109339594881, 5760)
(4541769568557054913556084847660162036562343745450469, 6036)
(4893914723972015433692640134059260087110915129292553, 6504)
(5652381212558084246294451520149625119061684263721657, 7512)
(5661410575517442208349234989031653274203955324845813, 7524)
(5757723780417260470266925323773286929054846643503477, 7652)
(5778792293989095715061420084498019291053479119459841, 7680)
(5832968471745243487390120897790188221907105486204777, 7752)
(5857046772970198052869543481475596635619828315869193, 7784)
(5923262101338823107937955586610469773329816097446337, 7872)
(5947340402563777673417378170295878187042538927110753, 7904)
(6067731908688550500814491088722920255606153075432833, 8064)
(6419877064103511020951046375122018306154724459274917, 8532)
(6428906427062868983005829844004046461296995520399073, 8544)
(6483082604819016755334530657296215392150621887144009, 8616)
(6880374575030767085745003288105454218410548576606873, 9144)
(7069991197177284288895456134628045476398240860214149, 9396)
(7458253804429676657251145296555256147515896488552857, 9912)
(7554567009329494919168835631296889802366787807210521, 10040)
(7602723611779404050127680798667706629792233466539353, 10104)
(7834477261069591742867123166639762611777190702059357, 10412)
(7843506624028949704921906635521790766919461763183513, 10424)
(8144485389340881773414688931589395938328497133988713, 10824)
(8180602841178313621633822807117508558897581378485337, 10872)
(8231769231281342073277595797449001438037117391522221, 10940)
(8466532668224649086701965988381733471736164980750277, 11252)
(8737413557005387948345470054842578126004296814474957, 11612)
(8972176993948694961769840245775310159703344403703013, 11924)
(9044411897623558658208107996831535400841512892696261, 12020)
(9309273211098058878481756417371027951681464019004837, 12372)
(9495880045591456760947281440932943157955065948904061, 12620)
(9522968134469530647111631847579027623381879132276529, 12656)
(10293473773668076742453154525512096862189009681537841, 13680)
(10759990859901571448616967084416884877873014506285901, 14300)
(11115145802969651289438450193776658980135676243836037, 14772)
(11313791788075526454643686509181278393265639588567469, 15036)
(11527486711446998223273561939389278064966054701839161, 15320)
(11990994010027373608752446675333390028935969172879169, 15936)
(12024101674211686136286652727900826597790963063667741, 15980)
(12141483392683339642998837823367192614640486858281769, 16136)
(12243816172889396546286383804030178372919558884355537, 16272)
(12352168528401692090943785430614516234626811617845409, 16416)
(12487608972792061521765537463844938561760877534707749, 16596)
(12866842217085095928066443156890121077736262101922301, 17100)
(13074517565150329055326462941176768646008496507777889, 17376)
(13270153762603084899846771433620712007424369498801269, 17636)
(13342388666277948596285039184676937248562537987794517, 17732)
(13495887836587033951216358155671415885981146026905169, 17936)
(13811915540164562623133779566542401315960633166250629, 18356)
(14254354325173102763818169541761780917931915161334273, 18944)
(14371736043644756270530354637228146934781438955948301, 19100)
(14564362453444392794365735306711414244483221593263629, 19356)
(14582421179363108718475302244475470554767763715511941, 19380)
(14871360794062563504228373248700371519320437671484933, 19764)
(15485357475298904923953649132678286068994869827927541, 20580)
(15584680467851842506556267290380595775559851500293257, 20712)
(15798375391223314275186142720588595447260266613564949, 20996)
(15960903924491757592172245160465102239821145713799757, 21212)
(16051197554085337212720079849285383791243856325041317, 21332)
(16150520546638274795322698006987693497808837997407033, 21464)
(16186637998475706643541831882515806118377922241903657, 21512)
(16370235045315985205322429083117045272937433818094829, 21756)
(16406352497153417053541562958645157893506518062591453, 21804)
(16478587400828280749979830709701383134644686551584701, 21900)
(16487616763787638712034614178583411289786957612708857, 21912)
(16677233385934155915185067025106002547774649896316133, 22164)
(16918016398183701569979292861960086684901878192960293, 22484)
(17309288793089213259019909846847973407733624175007053, 23004)
(17571140318910594158608630444426789906859484947607577, 23352)
(18010569316266014978608092596685493457116676588983169, 23936)
(18037657405144088864772443003331577922543489772355637, 23972)
(18362714471680975498744647883084591507665247972825253, 24404)
(18374753622293452781484359174927295714521609387657461, 24420)
(18510194066683822212306111208157718041655675304519801, 24600)
(18573399607399327946689595490331915127651572732388893, 24684)
(18988750303529794201209635058905210264196041544100069, 25236)
(19003799241795390804634274173708590522766493312640329, 25256)
(19395071636700902493674891158596477245598239294687089, 25776)
(19440218451497692303948808503006618021309594600307869, 25836)
(19530512081091271924496643191826899572732305211549429, 25956)
(19681001463747237958743034339860702158436822896952029, 26156)
(19882657236506232444633198478225997623280876595391513, 26424)
(20063244495693391685728867855866560726126297817874633, 26664)
(20069264070999630327098723501787912829554478525290737, 26672)
(20177616426511925871756125128372250691261731258780609, 26816)
(20204704515389999757920475535018335156688544442153077, 26852)
